Primary Need,Priority Score,Account ID,Account,Category,City,2026 Purchased,2026 Cases,2026 Invoice Count,Latest 2026 Invoice,Account Type,Contact Ready,Contact Summary,Ordering Route,Priority Products Present,Priority Products To Review,Recommended Owner,Next Action,Portal Account URL
chain/program work,3000.40,32939,Mariano's - Elston,Vendor - Retail,Chicago,996.00,7.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye","Cranberry Gin, Thresh & Winnow, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/32939
chain/program work,2996.50,304600,Jewel / Osco #3470 - N Elston,Vendor - Retail,Chicago,990.00,7.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye","Cranberry Gin, Thresh & Winnow, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/304600
chain/program work,2969.60,47755,Trader Joe's - La Grange (685),Vendor - Retail,La Grange,864.00,8.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Dry Gin,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/47755
chain/program work,2947.40,337751,Target #T 3214 - N. Ashland,Vendor - Retail,Chicago,576.00,6.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Cranberry Gin, Dry Gin","Bourbon, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/337751
chain/program work,2926.30,38383,Mariano's - Ukrainian Village (8527),Vendor - Retail,Chicago,882.00,7.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/38383
chain/program work,2859.60,85750,Jewel Osco - Division (3234 ),Vendor - Retail,Chicago,864.00,6.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/85750
chain/program work,2824.50,17511,Binny's Des Plaines,Vendor - Retail,Des Plaines,810.00,6.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/17511
chain/program work,2769.90,7895,Binny's River Grove,Vendor - Retail,River Grove,726.00,6.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/7895
chain/program work,2709.80,194360,Binny's Rockford,Vendor - Retail,Rockford,972.00,7.00,3,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/194360
chain/program work,2695.80,38138,Mariano's - Westchester (8528),Vendor - Retail,Westchester,612.00,6.00,4,2026-05-31,corporate/program chain,no,Angelique ?,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Dry Gin","Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/38138
chain/program work,2636.90,30881,Mariano's - Western Springs (8529),Vendor - Retail,Western Springs,606.00,5.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/30881
chain/program work,2617.40,52953,Mariano's - Halsted (8508),Vendor - Retail,Chicago,576.00,5.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/52953
chain/program work,2562.40,76136,Jewel Osco - Glenview (2501),Vendor - Retail,Glenview,576.00,4.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/76136
chain/program work,2554.60,27136,Mariano's - Vernon Hills (8502),Vendor - Retail,Vernon Hills,564.00,4.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye","Cranberry Gin, Thresh & Winnow, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/27136
chain/program work,2541.70,91585,Mariano's - Bannockburn (542),Vendor - Retail,Bannockburn,798.00,6.00,3,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Rye, Dry Gin","Bourbon, Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/91585
chain/program work,2408.70,334665,Whole Foods - St Charles,Vendor - Retail,Saint Charles,678.00,5.00,3,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/334665
chain/program work,2342.40,2680,Binny's Bolingbrook,Vendor - Retail,Bolingbrook,576.00,5.00,3,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Dry Gin","Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2680
chain/program work,2012.40,308794,Jewel / Osco #3170 - S Pulaski,Vendor - Retail,Chicago,576.00,4.00,2,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/308794
chain/program work,2012.40,47234,Jewel Osco - Skokie (3465),Vendor - Retail,Skokie,576.00,4.00,2,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/47234
